X_world,Y_world,R_world
-5.439568465018362886e+00,7.576900415369613029e+02,1.580627937459032073e-01
-1.859705254797004415e+01,7.498527419722670402e+02,1.229377284690358341e-01
-4.788030560795901280e+00,7.481394959866355521e+02,1.053751958306021475e-01
-6.431038463534844318e+00,7.462242851596090532e+02,1.053751958306021475e-01
-1.802220915571295379e+01,7.369345889764690583e+02,9.659392951138529027e-02
-8.158774257505656990e+00,7.572765534685605644e+02,8.781266319216844696e-02
-1.316385405472012415e+01,7.447463224887636670e+02,1.405002611074695207e-01
4.486354474886420363e-01,7.428810978850510764e+02,1.053751958306021475e-01
-4.195819256285437504e+00,7.462547605365673462e+02,1.756253263843368939e-01
-9.625770714354938917e+00,7.527531628445489105e+02,1.492815274266863779e-01
-6.289817840656890979e+00,7.463028114147747374e+02,9.659392951138529027e-02
-3.214592533475634895e+01,7.393844337464350929e+02,1.229377284690358341e-01
-1.384864709433071361e+01,7.413875139327082024e+02,1.053751958306021475e-01
-1.411701704532377022e+01,7.418220545477959149e+02,7.903139687295160365e-02
-1.176282025043407486e+01,7.433230867988045247e+02,1.141564621498189908e-01
-1.198935079517644553e+01,7.392564293422635728e+02,1.053751958306021475e-01
-1.282595818436911550e+01,7.531174819395774875e+02,7.903139687295160365e-02
-2.236286828648729497e+01,7.391429885240958129e+02,1.668440600651200645e-01
7.033378400264025387e-01,7.337364847069536609e+02,1.053751958306021475e-01
-3.402103052529577565e-01,7.421995059026212402e+02,6.146886423451791703e-02
-1.369169057836261949e+01,7.356259198925333749e+02,1.756253263843368939e-01
-1.172642367009279951e+01,7.360100601101762550e+02,7.903139687295160365e-02
-1.286473760677862010e+01,7.350746617349352618e+02,1.668440600651200645e-01
-1.251844168041868421e+01,7.525904993001545336e+02,7.025013055373476034e-02
-1.109579383785599660e+01,7.346510526400768413e+02,7.025013055373476034e-02
-1.557735737686204480e+01,7.343509428820015046e+02,5.268759791530107373e-02
-7.913134931522823656e+00,7.392811977806697996e+02,7.025013055373476034e-02
-3.994626537579417658e+00,7.567056978846568427e+02,7.025013055373476034e-02
-1.387282362353482945e+01,7.456727824277347736e+02,7.903139687295160365e-02
-4.568697467371015009e+00,7.543192485587251213e+02,7.903139687295160365e-02
-3.838720828652476769e+00,7.476058624742211123e+02,8.781266319216844696e-02
-2.074754881619352531e+01,7.348460262188149272e+02,7.025013055373476034e-02
1.396755229861509351e+00,7.462020502989921624e+02,6.146886423451791703e-02
-8.152643590961751840e+00,7.351196263731953877e+02,7.903139687295160365e-02
-1.128643876438599492e+01,7.391352970944208209e+02,9.659392951138529027e-02
-1.027021594030057727e+01,7.331418767080704129e+02,6.146886423451791703e-02
-8.785051832301917329e+00,7.731157127940805367e+02,2.107503916612042949e-01
-1.112800017777023776e+01,7.804385322757337917e+02,1.931878590227705805e-01
-1.151383516715023703e+01,7.763181775104909548e+02,1.492815274266863779e-01
